Almoxarifado;Custo Líquido Atualizado;Custo Bruto Atualizado;SKU;Nome;Operação
FATURAMENTO VD ES;253.49;300.35;8.01.39.03.05;Banheira de Bebê Millenia+ Burigotto Mescla Silver;VITRINE
FATURAMENTO VD RJ;236.89;254.72;8.01.39.03.05;Banheira de Bebê Millenia+ Burigotto Mescla Silver;VITRINE
FATURAMENTO VD ES;253.49;300.35;8.01.39.03.05;Banheira de Bebê Millenia+ Mescla Silver - Burigotto;VITRINE
FATURAMENTO VD ES;112.95;133.83;8.01.39.08.06;Banheira de Bebê Ofuro Opla Polar Branco - Burigotto;VITRINE
FATURAMENTO BBTOTAL ES;62.52;62.52;8.01.39.08.06;Banheira de Bebê Ofuro Opla Polar Branco - Burigotto;BB TOTAL
FATURAMENTO VD ES;112.27;133.03;8.01.39.09.18;Banheira de Bebê Ofuro Opla Rose Madder - Burigotto;VITRINE
FATURAMENTO BBTOTAL ES;299.0;299.0;8.01.39.09.18;Banheira de Bebê Ofuro Opla Rose Madder - Burigotto;BB TOTAL
FATURAMENTO VD ES;105.52;125.03;8.01.39.10.07;Banheira de Bebê Ofuro Opla Baby Blue - Burigotto;VITRINE
FATURAMENTO VD RJ;105.52;125.03;8.01.39.10.07;Banheira de Bebê Ofuro Opla Baby Blue - Burigotto;VITRINE
FATURAMENTO BBTOTAL ES;62.52;62.52;8.01.39.10.07;Banheira de Bebê Ofuro Opla Baby Blue - Burigotto;BB TOTAL
FATURAMENTO VD RJ;245.2;268.62;8.01.39.11.18;Banheira Infantil Millenia M Dobrável com Assento Rosa Liso - Burigotto;VITRINE
FATURAMENTO VD ES;245.19;268.62;8.01.39.11.18;Banheira Infantil Millenia M Dobrável com Assento Rosa Liso - Burigotto;VITRINE
FATURAMENTO VD ES;236.89;280.69;8.01.39.12.07;Banheira Infantil Millenia com Suporte e Trocador Azul - Burigotto;VITRINE
FULFILLMENT VISUAL IN;236.89;280.69;8.01.39.12.07;Banheira Infantil Millenia com Suporte e Trocador Azul - Burigotto;VISUAL IN
FATURAMENTO VISUAL IN SP;205.48;324.2;8.01.39.12.07;Banheira Infantil Millenia com Suporte e Trocador Azul - Burigotto;VISUAL IN
FATURAMENTO VD RJ;438.66;475.0;8.01.47.03.10;Banheira Ofurô Adulto e Infantil Dobrável 180 Litros Cinza - KaBaby;VITRINE
FATURAMENTO BBTOTAL ES;237.5;237.5;8.01.47.03.10;Banheira Ofurô Adulto e Infantil Dobrável 180 Litros Cinza - KaBaby;BB TOTAL
FATURAMENTO VD RJ;94.08;108.0;8.01.53.07.07;Banheira de Bebê Bubble Land Teddy Bear Azul - Chicco;VITRINE
FATURAMENTO BBTOTAL ES;162.57;186.6;8.01.53.07.07;Banheira de Bebê Bubble Land Teddy Bear Azul - Chicco;BB TOTAL
FATURAMENTO VD RJ;60.49;68.27;8.01.57.01.07;Banheira Inflavel Baleia Feliz - Buba;VITRINE
FATURAMENTO VD RJ;60.49;68.27;8.01.57.01.07;Banheira de Bebê Inflável Baleia Feliz Azul - Buba;VITRINE
FATURAMENTO VD RJ;256.35;294.25;8.01.57.02.10;Banheira Infantil Dobrável Ofurô Cinza - Buba;VITRINE
FATURAMENTO VD RJ;96.98;111.32;8.01.57.03.10;Banheira Infantil Dobrável Cinza - Buba;VITRINE
FATURAMENTO VD RJ;129.47;148.61;8.01.57.04.07;Banheira Infantil Dobrável Azul - Buba;VITRINE
FATURAMENTO VD RJ;129.47;148.61;8.01.57.05.18;Banheira Infantil Dobrável Rosa - Buba;VITRINE
FATURAMENTO BBTOTAL ES;66.71;76.57;8.01.70.06.07;Banheira Infantil Portátil Dobrável Transparente Azul - Clingo;BB TOTAL
FATURAMENTO BBTOTAL ES;66.71;76.57;8.01.70.06.07;Banheira Infantil Portátil Dobrável Transparente Azul - Clingo;BB TOTAL
FATURAMENTO VD RJ;66.71;76.57;8.01.70.06.07;Banheira Infantil Portátil Dobrável Transparente Azul - Clingo;VITRINE
FATURAMENTO BBTOTAL ES;76.57;76.57;8.01.70.07.18;Banheira Infantil Portátil Dobrável Transparente Rosa - Clingo;BB TOTAL
FATURAMENTO BBTOTAL ES;76.57;76.57;8.01.70.07.18;Banheira Infantil Portátil Dobrável Transparente Rosa - Clingo;BB TOTAL
FATURAMENTO VD RJ;141.64;153.13;8.01.70.07.18;Banheira Infantil Portátil Dobrável Transparente Rosa - Clingo;VITRINE
FATURAMENTO VD RJ;476.59;485.36;8.01.71.03.10;Banheira Dobrável Grande Cinza - Baby Pil;VITRINE
FATURAMENTO BBTOTAL ES;242.68;242.68;8.01.71.03.10;Banheira Dobrável Grande Cinza - Baby Pil;BB TOTAL
FATURAMENTO VD RJ;476.59;485.36;8.01.71.03.10;Banheira Dobrável Grande Cinza 51X111X59cm - 180L - Baby Pil;VITRINE
FATURAMENTO VD RJ;135.0;135.0;8.01.71.06.07;Banheira Dobrável Pequena 2 em 1 Azul Marinho 35L  Baby Pil;VITRINE
FATURAMENTO VD RJ;135.0;135.0;8.01.71.06.07;Banheira de Bebê Pequena e Dobrável 35L 2 em 1 Azul Marinho – Baby Pil;VITRINE
FATURAMENTO BBTOTAL ES;58.81;67.5;8.01.71.06.07;Banheira de Bebê Pequena e Dobrável 35L 2 em 1 Azul Marinho – Baby Pil;BB TOTAL
FATURAMENTO VD RJ;453.17;489.93;8.01.74.02.57;Banheira Infantil Dobrável Oyster Capuccino Kiddo;VITRINE
FATURAMENTO VD RJ;453.17;489.93;8.01.74.02.57;Banheira de Bebê e Ofurô Dobrável Oyster Capuccino - Kiddo;VITRINE
FATURAMENTO BBTOTAL ES;244.97;244.97;8.01.74.02.57;Banheira de Bebê e Ofurô Dobrável Oyster Capuccino - Kiddo;BB TOTAL
FATURAMENTO VD RJ;104.83;123.64;8.01.74.04.06;Banheira Infantil Fresh com Suporte Branca Kiddo;VITRINE
FATURAMENTO VD RJ;104.83;123.64;8.01.74.04.06;Banheira de Bebê Fresh com Suporte Branca - Kiddo;VITRINE
FATURAMENTO BBTOTAL ES;63.58;72.98;8.01.74.04.06;Banheira de Bebê Fresh com Suporte Branca - Kiddo;BB TOTAL
FATURAMENTO VD RJ;202.95;239.37;8.01.74.05.10;Banheira Infantil Slim Plus Cinza Kiddo;VITRINE
FATURAMENTO BBTOTAL ES;107.72;107.72;8.01.74.05.10;Banheira Infantil Slim Plus Cinza Kiddo;BB TOTAL
FATURAMENTO VD RJ;202.95;239.37;8.01.74.05.10;Banheira de Bebê Slim Plus Cinza - Kiddo;VITRINE
FATURAMENTO BBTOTAL ES;107.72;107.72;8.01.74.05.10;Banheira de Bebê Slim Plus Cinza - Kiddo;BB TOTAL
FATURAMENTO BBTOTAL ES;65.97;75.73;8.01.74.07.11;Banheira Dobrável Jelly Verde Kiddo;BB TOTAL
FATURAMENTO BBTOTAL ES;65.97;75.73;8.01.74.07.11;Banheira de Bebê Dobrável Jelly Verde - Kiddo;BB TOTAL
FATURAMENTO VD RJ;140.1;151.46;8.01.74.07.11;Banheira de Bebê Dobrável Jelly Verde - Kiddo;VITRINE
FATURAMENTO BBTOTAL ES;66.14;75.92;8.01.74.08.10;Banheira Chuá Cinza Kiddo;BB TOTAL
FATURAMENTO BBTOTAL ES;66.14;75.92;8.01.74.08.10;Banheira de Bebê Chuá Cinza - Kiddo;BB TOTAL
FATURAMENTO VD RJ;128.74;151.83;8.01.74.08.10;Banheira de Bebê Chuá Cinza - Kiddo;VITRINE
FATURAMENTO BBTOTAL ES;119.03;119.03;8.01.74.09.10;Banheira Shower Grafite - Kiddo;BB TOTAL
FATURAMENTO BBTOTAL ES;119.03;119.03;8.01.74.09.10;Banheira de Bebê Shower Grafite - Kiddo;BB TOTAL
FATURAMENTO VD RJ;201.84;238.05;8.01.74.09.10;Banheira de Bebê Shower Grafite - Kiddo;VITRINE
FATURAMENTO VD RJ;250.69;295.66;8.01.74.10.18;Banheira Shower Rosa - Kiddo;VITRINE
FATURAMENTO VD RJ;250.69;295.66;8.01.74.10.18;Banheira de Bebê Shower Rosa - Kiddo;VITRINE
FATURAMENTO BBTOTAL ES;109.79;126.03;8.01.74.10.18;Banheira de Bebê Shower Rosa - Kiddo;BB TOTAL
FATURAMENTO BBTOTAL ES;119.03;119.03;8.01.74.11.10;Banheira Infantil Shower Cinza Kiddo;BB TOTAL
FATURAMENTO BBTOTAL ES;119.03;119.03;8.01.74.11.10;Banheira de Bebê Shower Cinza - Kiddo;BB TOTAL
FATURAMENTO VD RJ;201.84;238.05;8.01.74.11.10;Banheira de Bebê Shower Cinza - Kiddo;VITRINE
FATURAMENTO BBTOTAL ES;129.07;148.16;8.01.74.12.07;Banheira de Bebê Slim Plus Azul - Kiddo;BB TOTAL
FATURAMENTO VD RJ;236.64;296.31;8.01.74.12.07;Banheira de Bebê Slim Plus Azul - Kiddo;VITRINE
FATURAMENTO VD RJ;250.69;295.66;8.01.74.14.07;Banheira Shower Azul - Kiddo;VITRINE
FATURAMENTO VD RJ;250.69;295.66;8.01.74.14.07;Banheira de Bebê Shower Azul - Kiddo;VITRINE
FATURAMENTO BBTOTAL ES;87.18;100.06;8.01.74.14.07;Banheira de Bebê Shower Azul - Kiddo;BB TOTAL
FATURAMENTO VD RJ;174.78;188.96;8.01.74.15.07;Banheira Infantil Dobrável Flex com Apoio de Banho Azul - Kiddo;VITRINE
FATURAMENTO BBTOTAL ES;94.48;94.48;8.01.74.15.07;Banheira Infantil Dobrável Flex com Apoio de Banho Azul - Kiddo;BB TOTAL
FATURAMENTO VD RJ;295.86;319.86;8.01.74.16.07;Banheira Dobrável com Suporte Flex Plus Azul - Kiddo;VITRINE
FATURAMENTO BBTOTAL ES;159.93;159.93;8.01.74.16.07;Banheira Dobrável com Suporte Flex Plus Azul - Kiddo;BB TOTAL
FATURAMENTO BBTOTAL ES;159.93;159.93;8.01.74.17.10;Banheira Dobrável com Suporte Flex Plus Cinza - Kiddo;BB TOTAL
FATURAMENTO VD RJ;295.86;319.86;8.01.74.17.10;Banheira Dobrável com Suporte Flex Plus Cinza - Kiddo;VITRINE
FATURAMENTO BBTOTAL ES;159.93;159.93;8.01.74.18.18;Banheira Dobrável com Suporte Flex Plus Rosa - Kiddo;BB TOTAL
FATURAMENTO VD RJ;295.86;319.86;8.01.74.18.18;Banheira Dobrável com Suporte Flex Plus Rosa - Kiddo;VITRINE
FATURAMENTO VD RJ;91.24;127.22;8.02.01.01.01;Base para Bebê Conforto 4Safe Preto - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;118.18;118.18;8.02.02.02.30;Base Veicular para Bebê Conforto Citi Black Raven - Maxi-Cosi;BB TOTAL
FATURAMENTO VD RJ;169.49;236.36;8.02.02.02.30;Base Veicular para Bebê Conforto Citi Black Raven - Maxi-Cosi;VITRINE
FATURAMENTO VD RJ;543.12;757.42;8.02.02.03.01;Base de Carro FamilyFix 360 Black - Maxi-Cosi;VITRINE
FATURAMENTO VD RJ;543.12;757.42;8.02.02.03.01;Base de Carro FamilyFix 360 Maxi-Cosi Black;VITRINE
FATURAMENTO VD RJ;678.98;946.9;8.02.02.04.01;Base de Carro FamilyFix 360 Pro Black - Maxi-Cosi;VITRINE
FATURAMENTO BBTOTAL ES;526.06;526.06;8.02.02.04.01;Base de Carro FamilyFix 360 Pro Black - Maxi-Cosi;BB TOTAL
FATURAMENTO VD RJ;218.71;305.0;8.02.02.05.01;Base para Bebê Conforto 4Safe Isofix Black - Safety1 st;VITRINE
FATURAMENTO VD RJ;198.78;277.23;8.02.02.06.01;Base para Bebê Conforto Zion Isofix Preta - Infanti;VITRINE
FATURAMENTO BBTOTAL ES;138.62;138.62;8.02.02.06.01;Base para Bebê Conforto Zion Isofix Preta - Infanti;BB TOTAL
FATURAMENTO VD RJ;95.33;132.94;8.02.03.01.01;Base para Bebê Conforto Beta Preto - Voyage;VITRINE
FATURAMENTO BBTOTAL ES;66.47;66.47;8.02.03.01.01;Base para Bebê Conforto Beta Preto - Voyage;BB TOTAL
FATURAMENTO VD RJ;672.74;772.22;8.02.161.01.01;Base para Bebê Conforto com Isofix Next - Nuna;VITRINE
FATURAMENTO BBTOTAL ES;472.25;542.07;8.02.161.01.01;Base para Bebê Conforto com Isofix Next - Nuna;BB TOTAL
FATURAMENTO VD RJ;757.41;850.28;8.02.18.03.00;Plataforma De Carona Para Carrinho Yoyo;VITRINE
FATURAMENTO BBTOTAL ES;370.38;425.14;8.02.18.03.00;Plataforma De Carona Para Carrinho Yoyo;BB TOTAL
FATURAMENTO BBTOTAL ES;96.25;110.48;8.02.18.04.00;Descanso De Pés Para Carrinho Yoyo;BB TOTAL
FATURAMENTO VD RJ;212.12;220.96;8.02.18.04.00;Descanso De Pés Para Carrinho Yoyo;VITRINE
FATURAMENTO VD RJ;178.91;249.5;8.02.23.01.00;Base Terni Isofix Cor Única - Infanti;VITRINE
FATURAMENTO VD RJ;178.91;249.5;8.02.23.01.00;Base Terni Isofix Infanti Cor Única;VITRINE
FATURAMENTO VD RJ;178.91;249.5;8.02.23.01.00;Base Veicular Terni Isofix Cor Única - Infanti;VITRINE
FATURAMENTO VD RJ;99.19;138.33;8.02.23.03.01;Base para Bebê Conforto Zion Preto - Infanti;VITRINE
FATURAMENTO BBTOTAL ES;69.17;69.17;8.02.23.03.01;Base para Bebê Conforto Zion Preto - Infanti;BB TOTAL
FATURAMENTO VD RJ;207.41;258.6;8.02.68.01.01;Base com Isofix para Bebê Conforto - Litet;VITRINE
FATURAMENTO BBTOTAL ES;129.3;129.3;8.02.68.01.01;Base com Isofix para Bebê Conforto - Litet;BB TOTAL
FATURAMENTO VD RJ;207.41;258.6;8.02.68.01.01;Base com Isofix para Bebê Conforto Litet;VITRINE
FATURAMENTO BBTOTAL ES;129.3;129.3;8.02.68.01.01;Base com Isofix para Bebê Conforto Litet;BB TOTAL
FATURAMENTO VD RJ;467.15;536.22;8.02.84.01.01;Base Fix para Bebê Conforto Artio Satin Black 13kg - GB;VITRINE
FULFILLMENT AMAZON;70.73;80.37;8.03.01.01.27;Almofada Extra para Carrinhos SafeComfort Grey - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;33.92;40.19;8.03.01.01.27;Almofada Extra para Carrinhos SafeComfort Grey - Safety 1st;BB TOTAL
FATURAMENTO VD RJ;70.73;80.37;8.03.01.01.27;Almofada Extra para Carrinhos SafeComfort Grey - Safety 1st;VITRINE
FULFILLMENT AMAZON;70.73;80.37;8.03.01.01.27;Almofada Extra para Carrinhos SafeComfort Safety 1st Grey;VITRINE
FATURAMENTO BBTOTAL ES;33.92;40.19;8.03.01.01.27;Almofada Extra para Carrinhos SafeComfort Safety 1st Grey;BB TOTAL
FATURAMENTO VD RJ;70.73;80.37;8.03.01.01.27;Almofada Extra para Carrinhos SafeComfort Safety 1st Grey;VITRINE
FULFILLMENT MELI;72.02;101.73;8.03.01.01.27;Almofada Extra para Carrinhos SafeComfort Safety 1st Grey;VITRINE
FATURAMENTO VD RJ;75.82;107.08;8.03.01.02.82;Almofada Extra para Carrinhos SafeComfort Grey Army - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;36.89;43.71;8.03.01.02.82;Almofada Extra para Carrinhos SafeComfort Grey Army - Safety 1st;BB TOTAL
FATURAMENTO VD RJ;75.82;107.08;8.03.01.02.82;Almofada Extra para Carrinhos SafeComfort Safety 1st - Grey Army;VITRINE
FATURAMENTO VD RJ;75.8;107.08;8.03.01.03.18;Almofada Extra Para Carrinhos SafeComfort Plaid Pink - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;53.54;53.54;8.03.01.03.18;Almofada Extra Para Carrinhos SafeComfort Plaid Pink - Safety 1st;BB TOTAL
FATURAMENTO VD RJ;75.8;107.08;8.03.01.03.18;Almofada SafeComfort Safety 1st - Plaid Pink;VITRINE
FATURAMENTO BBTOTAL ES;53.54;53.54;8.03.01.03.18;Almofada SafeComfort Safety 1st - Plaid Pink;BB TOTAL
FATURAMENTO VD RJ;76.06;107.43;8.03.01.04.01;Almofada Extra Para Carrinhos SafeComfort Plaid Black - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;45.51;53.93;8.03.01.04.01;Almofada Extra Para Carrinhos SafeComfort Plaid Black - Safety 1st;BB TOTAL
FATURAMENTO VD RJ;76.06;107.43;8.03.01.04.01;Almofada SafeComfort Safety 1st Plaid Black;VITRINE
FATURAMENTO BBTOTAL ES;45.51;53.93;8.03.01.04.01;Almofada SafeComfort Safety 1st Plaid Black;BB TOTAL
FATURAMENTO VD RJ;75.82;107.08;8.03.01.05.18;Almofada Extra Para Carrinhos SafeComfort Pink Unicorn - Safety 1st;VITRINE
FATURAMENTO VD RJ;68.43;96.67;8.03.01.07.27;Almofada Redutora de Assento SafeNest Grey - Safety 1st;VITRINE
FULFILLMENT AMAZON;68.43;96.67;8.03.01.07.27;Almofada Redutora de Assento SafeNest Grey - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;48.34;48.34;8.03.01.07.27;Almofada Redutora de Assento SafeNest Grey - Safety 1st;BB TOTAL
FATURAMENTO VD RJ;68.43;96.67;8.03.01.07.27;Almofada Redutora de Assentoada SafeNest Safety 1st - Grey;VITRINE
FULFILLMENT AMAZON;68.43;96.67;8.03.01.07.27;Almofada Redutora de Assentoada SafeNest Safety 1st - Grey;VITRINE
FATURAMENTO BBTOTAL ES;48.34;48.34;8.03.01.07.27;Almofada Redutora de Assentoada SafeNest Safety 1st - Grey;BB TOTAL
FATURAMENTO VD RJ;128.24;181.01;8.03.01.08.27;Almofada Para Carrinho SafeDream 2 em 1 Grey - Safety 1st;VITRINE
FULFILLMENT AMAZON;129.12;182.56;8.03.01.08.27;Almofada Para Carrinho SafeDream 2 em 1 Grey - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;90.9;90.9;8.03.01.08.27;Almofada Para Carrinho SafeDream 2 em 1 Grey - Safety 1st;BB TOTAL
FATURAMENTO VD ES;128.69;181.8;8.03.01.08.27;Almofada Para Carrinho SafeDream 2 em 1 Grey - Safety 1st;VITRINE
FATURAMENTO VD RJ;128.24;181.01;8.03.01.08.27;Almofada SafeDream Safety 1st Grey;VITRINE
FULFILLMENT AMAZON;129.12;182.56;8.03.01.08.27;Almofada SafeDream Safety 1st Grey;VITRINE
FATURAMENTO BBTOTAL ES;90.9;90.9;8.03.01.08.27;Almofada SafeDream Safety 1st Grey;BB TOTAL
FATURAMENTO VD RJ;56.75;80.17;8.03.01.09.01;Almofada para Carrinhos SafeComfort Black & Dark Melange - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;40.09;40.09;8.03.01.09.01;Almofada para Carrinhos SafeComfort Black & Dark Melange - Safety 1st;BB TOTAL
FATURAMENTO VD RJ;56.75;80.17;8.03.01.10.10;Almofada para Carrinhos SafeComfort Dark Melange & Light Melange - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;40.09;40.09;8.03.01.10.10;Almofada para Carrinhos SafeComfort Dark Melange & Light Melange - Safety 1st;BB TOTAL
FATURAMENTO VD RJ;58.6;82.78;8.03.01.11.10;Almofada para Carrinhos SafeHuggy Dark Melange - Safety 1st;VITRINE
FATURAMENTO VD RJ;58.6;82.78;8.03.01.11.10;Almofada para Carrinhos e Bebê Conforto SafeHuggy Dark Melange - Safety 1st;VITRINE
FATURAMENTO VD RJ;58.6;82.78;8.03.01.12.10;Almofada para Carrinhos SafeHuggy Light Melange - Safety 1st;VITRINE
FATURAMENTO VD RJ;58.6;82.78;8.03.01.12.10;Almofada para Carrinhos e Bebê Conforto SafeHuggy Light Melange - Safety 1st;VITRINE
FATURAMENTO VD RJ;556.77;760.89;8.03.02.09.80;Bebê Conforto Citi com Base Maxi-Cosi 0 a 13 Kg Graphite;VITRINE
FATURAMENTO VD RJ;377.75;516.25;8.03.02.12.91;Bebê Conforto Citi com Base Maxi-Cosi Nomad Sand;VITRINE
FATURAMENTO VD RJ;565.72;788.94;8.03.02.13.27;Bebê Conforto Citi com Base 0 a 13 Kg Sparkling Grey - Maxi-Cosi;VITRINE
FATURAMENTO VD RJ;565.72;788.94;8.03.02.13.27;Bebê Conforto Citi com Base Maxi-Cosi Sparkling Grey;VITRINE
FATURAMENTO VD RJ;370.18;516.25;8.03.02.15.107;Bebê Conforto Citi com Base 0 a 13 Kg Nomad Grey - Maxi-Cosi;VITRINE
FATURAMENTO VD RJ;370.18;516.25;8.03.02.15.107;Bebê Conforto Citi com Base Maxi-Cosi 0 a 13 Kg Nomad Grey;VITRINE
FATURAMENTO VD RJ;565.71;788.94;8.03.02.21.01;Bebê Conforto Citi com Base 0 a 13 Kg Essential Black - Maxi-Cosi;VITRINE
FULFILLMENT MAGALU;503.26;642.12;8.03.02.21.01;Bebê Conforto Citi com Base 0 a 13 Kg Essential Black - Maxi-Cosi;VITRINE
FATURAMENTO BBTOTAL ES;394.47;394.47;8.03.02.21.01;Bebê Conforto Citi com Base 0 a 13 Kg Essential Black - Maxi-Cosi;BB TOTAL
FATURAMENTO VD RJ;565.71;788.94;8.03.02.21.01;Bebê Conforto Citi com Base Maxi-Cosi 0 a 13 Kg Essential Black;VITRINE
FULFILLMENT MAGALU;503.26;642.12;8.03.02.21.01;Bebê Conforto Citi com Base Maxi-Cosi 0 a 13 Kg Essential Black;VITRINE
FULFILLMENT MELI;565.72;788.95;8.03.02.22.80;Bebê Conforto Citi com Base 0 a 13 Kg Essential Graphite - Maxi-Cosi;VITRINE
FATURAMENTO BBTOTAL ES;394.48;394.48;8.03.02.22.80;Bebê Conforto Citi com Base 0 a 13 Kg Essential Graphite - Maxi-Cosi;BB TOTAL
FATURAMENTO VD RJ;565.72;788.94;8.03.02.22.80;Bebê Conforto Citi com Base 0 a 13 Kg Essential Graphite - Maxi-Cosi;VITRINE
FULFILLMENT MELI;565.72;788.95;8.03.02.22.80;Bebê Conforto Citi com Base Maxi-Cosi 0 a 13 Kg Essential Graphite;VITRINE
FATURAMENTO BBTOTAL ES;394.48;394.48;8.03.02.22.80;Bebê Conforto Citi com Base Maxi-Cosi 0 a 13 Kg Essential Graphite;BB TOTAL
FATURAMENTO VD RJ;565.72;788.94;8.03.02.22.80;Bebê Conforto Citi com Base Maxi-Cosi 0 a 13 Kg Essential Graphite;VITRINE
FATURAMENTO VD RJ;482.08;672.29;8.03.02.23.01;Base Marble Maxi-Cosi Black;VITRINE
FATURAMENTO VD RJ;1282.77;1788.95;8.03.02.24.01;Bebê Conforto Pebble 360 com Base FamilyFix 360 Essential Black - Maxi-Cosi;VITRINE
FULFILLMENT MELI;1282.77;1788.95;8.03.02.24.01;Bebê Conforto Pebble 360 com Base FamilyFix 360 Essential Black - Maxi-Cosi;VITRINE
FATURAMENTO BBTOTAL ES;754.92;894.48;8.03.02.24.01;Bebê Conforto Pebble 360 com Base FamilyFix 360 Essential Black - Maxi-Cosi;BB TOTAL
FATURAMENTO VD RJ;1282.77;1788.95;8.03.02.24.01;Bebê Conforto Pebble 360º com Base FamilyFix Maxi-Cosi 0 a 13 kg Essential Black;VITRINE
FULFILLMENT MELI;1282.77;1788.95;8.03.02.24.01;Bebê Conforto Pebble 360º com Base FamilyFix Maxi-Cosi 0 a 13 kg Essential Black;VITRINE
FATURAMENTO BBTOTAL ES;754.92;894.48;8.03.02.24.01;Bebê Conforto Pebble 360º com Base FamilyFix Maxi-Cosi 0 a 13 kg Essential Black;BB TOTAL
FATURAMENTO VD RJ;1541.3;2149.5;8.03.02.25.01;Bebê Conforto Coral 360 com Base FamilyFix 360 Essential Black - Maxi-Cosi;VITRINE
FATURAMENTO VD RJ;1541.3;2149.5;8.03.02.25.01;Bebê Conforto Coral 360 com Base Isofix Maxi-Cosi Essential Black;VITRINE
FATURAMENTO VD RJ;1282.77;1788.95;8.03.02.26.10;Bebê Conforto Pebble 360 com Base FamilyFix 360 Twilic Grey - Maxi-Cosi;VITRINE
FATURAMENTO BBTOTAL ES;754.92;894.48;8.03.02.26.10;Bebê Conforto Pebble 360 com Base FamilyFix 360 Twilic Grey - Maxi-Cosi;BB TOTAL
FATURAMENTO VD RJ;1282.77;1788.95;8.03.02.26.10;Bebê Conforto Pebble com Base e Giro 360° Maxi-Cosi Twilic Grey;VITRINE
FATURAMENTO BBTOTAL ES;754.92;894.48;8.03.02.26.10;Bebê Conforto Pebble com Base e Giro 360° Maxi-Cosi Twilic Grey;BB TOTAL
FATURAMENTO VD RJ;509.14;710.05;8.03.02.27.10;Bebê Conforto Citi Luxe com Base Twilic Grey - Maxi-Cosi;VITRINE
FATURAMENTO BBTOTAL ES;355.03;355.03;8.03.02.27.10;Bebê Conforto Citi Luxe com Base Twilic Grey - Maxi-Cosi;BB TOTAL
FATURAMENTO VD RJ;178.91;249.5;8.03.02.28.01;Bebê Conforto Zion Preto Bold - Infanti;VITRINE
FATURAMENTO VD RJ;178.91;249.5;8.03.02.28.01;Bebê Conforto Zion, Infanti - Preto Bold;VITRINE
FATURAMENTO VD RJ;178.91;249.5;8.03.02.29.10;Bebê Conforto Zion Cinza Bold - Infanti;VITRINE
FATURAMENTO BBTOTAL ES;138.62;138.62;8.03.02.29.10;Bebê Conforto Zion Cinza Bold - Infanti;BB TOTAL
FATURAMENTO VD RJ;178.91;249.5;8.03.02.29.10;Bebê Conforto Zion, Infanti - Cinza Bold;VITRINE
FATURAMENTO VD RJ;1290.35;1799.53;8.03.02.30.01;Bebê Conforto Pebble 360 Pro com Base Essential Black - Maxi-Cosi;VITRINE
FATURAMENTO BBTOTAL ES;899.77;899.77;8.03.02.30.01;Bebê Conforto Pebble 360 Pro com Base Essential Black - Maxi-Cosi;BB TOTAL
FATURAMENTO VD RJ;1290.35;1799.53;8.03.02.31.11;Bebê Conforto Pebble 360 Pro com Base Twillic Truffle - Maxi-Cosi;VITRINE
FATURAMENTO BBTOTAL ES;999.74;999.74;8.03.02.31.11;Bebê Conforto Pebble 360 Pro com Base Twillic Truffle - Maxi-Cosi;BB TOTAL
FATURAMENTO VD RJ;509.14;710.05;8.03.02.32.10;Bebê Conforto Citi2 com Base Select Grey - Maxi-Cosi;VITRINE
FATURAMENTO VD RJ;509.14;710.05;8.03.02.34.01;Bebê Conforto Citi2 com Base Essential Black - Maxi-Cosi;VITRINE
FATURAMENTO VD RJ;1086.55;1515.32;8.03.02.47.01;Cadeirinha de Carro Spinel 360º 0 a 36 kg Authentic Black - Maxi-Cosi;VITRINE
FULFILLMENT MELI;1075.32;1498.81;8.03.02.47.01;Cadeirinha de Carro Spinel 360º 0 a 36 kg Authentic Black - Maxi-Cosi;VITRINE
FULFILLMENT AMAZON;1086.55;1515.32;8.03.02.47.01;Cadeirinha de Carro Spinel 360º 0 a 36 kg Authentic Black - Maxi-Cosi;VITRINE
FATURAMENTO BBTOTAL ES;757.66;757.66;8.03.02.47.01;Cadeirinha de Carro Spinel 360º 0 a 36 kg Authentic Black - Maxi-Cosi;BB TOTAL
FULFILLMENT MAGALU;1207.3;1683.69;8.03.02.47.01;Cadeirinha de Carro Spinel 360º 0 a 36 kg Authentic Black - Maxi-Cosi;VITRINE
FATURAMENTO VD RJ;1086.55;1515.32;8.03.02.47.01;Cadeirinha de Carro Spinel 360º Maxi-Cosi 0 a 36 kg Authentic Black;VITRINE
FULFILLMENT MELI;1075.32;1498.81;8.03.02.47.01;Cadeirinha de Carro Spinel 360º Maxi-Cosi 0 a 36 kg Authentic Black;VITRINE
FATURAMENTO VD RJ;170.7;238.04;8.03.03.15.10;Bebê Conforto Beta Cinza Mescla - Voyage;VITRINE
FATURAMENTO BBTOTAL ES;104.78;124.15;8.03.03.15.10;Bebê Conforto Beta Cinza Mescla - Voyage;BB TOTAL
FATURAMENTO VD RJ;170.7;238.04;8.03.03.15.10;Bebê Conforto Beta Voyage Cinza Mescla;VITRINE
